dt,bytes,unique_dst_ports,size_avg,entropy_avg,size_max,total_pps_log,total_bytes_log,tcp_ratio,icmp_ratio,udp_ratio,igmp_ratio,flag_syn_ratio,flag_ack_ratio,flag_fin_ratio,flag_rst_ratio,flag_psh_ratio,flag_urg_ratio,port_scan_ratio,burst_factor,flow_duration,payload_continuity,payload_continuity_ratio,server_port,iat_mean,pps_velocity,bytes_velocity,entropy_velocity,pps_acceleration,bytes_acceleration,entropy_acceleration,pps_volatility,bytes_volatility,entropy_volatility,pps_momentum,vel_pps_z,vel_bytes_z,vel_syn_z,_abs_timestamp
1499083068,2568,2,111.65217391304348,3.827343834701545,141,3.1780538303479458,7.851271997109883,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,1.2628504672897196,0.1652820110321045,69.56521739130434,0.0,5353,0.007512818683277477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1499083068.585962
1499083069,5538,2,123.06666666666666,4.151255601112667,141,3.828641396489095,8.619569258033104,0.0,0.0,0.9777777777777777,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,1.1457204767063922,0.6749022006988525,81.02222222222223,0.0,5353,0.015338686379519377,0.6505875661411493,0.7682972609232213,0.32391176641112196,0.6505875661411493,0.7682972609232213,0.32391176641112196,0.0,0.0,0.0,0,0.0,0.0,0.0,1499083069.002251
1499083070,12600,10,134.04255319148936,3.968868242089742,199,4.553876891600541,9.441531454869693,0.0,0.02127659574468085,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638297872340426,1.4846031746031747,0.5021111965179443,92.2127659574468,0.13887399461945388,5353,0.005399045123848864,0.7252354951114457,0.8219621968365889,-0.18238735902292502,0.07464792897029637,0.05366493591336763,-0.506299125434047,0.0,0.0,0.0,0,0.0,0.0,0.0,1499083070.356938
1499083071,101076,80,209.701244813278,3.8538790883097467,3135,6.180016653652572,11.523637881599875,0.3817427385892116,0.0,0.6182572614107884,0.0,0.04979253112033195,0.35684647302904565,0.016597510373443983,0.016597510373443983,0.1908713692946058,0.0,0.16597510373443983,14.949839724563695,0.9021520614624023,158.30705394190872,0.2243049895810852,56772,0.0018755760113563459,1.6261397620520315,2.0821064267301814,-0.11498915377999541,0.9009042669405858,1.2601442298935925,0.06739820524292961,0.0,0.0,0.0,0,0.0,0.0,0.0,1499083071.059594
1499083072,3900,3,150.0,4.106717509393204,187,3.295836866004329,8.268988209506656,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,1.2466666666666666,0.5183420181274414,108.61538461538461,0.0,5353,0.020733680725097656,-2.884179787648243,-3.254649672093219,0.2528384210834571,-4.510319549700275,-5.3367560988234,0.3678275748634525,1.2293516173854842,1.4545596698887118,0.1455224267891785,0,0.0,0.0,0.0,1499083072.183947
1499083073,424,2,106.0,2.554637733238327,120,1.6094379124341003,6.052089168924417,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1320754716981132,0.00012087821960449219,68.0,0.0,137,4.029273986816406e-05,-1.6863989535702288,-2.2168990405822386,-1.5520797761548768,1.1977808340780143,1.0377506315109803,-1.804918197238334,1.6764995904598397,1.980753297442312,0.6658096594496747,0,0.0,0.0,0.0,1499083073.813735
1499083074,5939,8,191.58064516129033,4.247524349825998,465,3.4657359027997265,8.68946441235669,0.3870967741935484,0.0,0.6129032258064516,0.0,0.0,0.3870967741935484,0.0,0.0,0.25806451612903225,0.0,0.25806451612903225,2.4271762923051017,0.11244988441467285,140.29032258064515,0.0770397330673219,56772,0.003748329480489095,1.8562979903656263,2.637375243432273,1.6928866165876708,3.542696943935855,4.854274284014512,3.2449663927425476,1.6878302544868264,1.9795740388481533,0.6823297346895149,0,0.0,0.0,0.0,1499083074.309353
1499083075,2023,5,96.33333333333333,3.58562218083892,145,3.091042453358316,7.6128310304073565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,1.505190311418685,0.4654500484466553,54.333333333333336,0.5274431050502769,5353,0.023272502422332763,-0.3746934494414105,-1.0766333819493337,-0.6619021689870777,-2.2309914398070365,-3.7140086253816067,-2.3547887855747485,1.6555044846243328,1.9991288839554189,0.6725362731723951,0,0.0,0.0,0.0,1499083075.213131
1499083076,1246,4,103.83333333333333,3.7186765587853805,145,2.5649493574615367,7.1284959456800365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3964686998394864,0.06217384338378906,61.833333333333336,1.132183904792575,123,0.0056521675803444605,-0.5260930958967793,-0.48433508472732,0.13305437794646036,-0.15139964645536885,0.5922982972220137,0.794956546933538,0.749383957263221,1.0296446909034689,0.665964438567756,0,0.0,0.0,0.0,1499083076.212856
1499083077,2260,4,102.72727272727273,3.5232592703003403,193,3.1354942159291497,7.72356247227797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.8787610619469026,0.11147189140319824,60.72727272727273,0.6135265693073351,123,0.005308185304914202,0.5705448584676129,0.5950665265979334,-0.19541728848504025,1.0966379543643923,1.0794016113252534,-0.3284716664315006,0.7262226484030775,0.96108825126135,0.6133572770749662,0,0.0,0.0,0.0,1499083077.218446
1499083078,12485,6,123.61386138613861,3.713001651913099,279,4.624972813284271,9.43236329562169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594059405940594,2.257028434120945,0.40403008460998535,81.61386138613861,0.05019747737925882,138,0.0040403008460998535,1.489478597355121,1.7088008233437195,0.18974238161275858,0.9189337388875081,1.1137342967457862,0.38515967009779883,0.768900454791926,0.9279029066510142,0.28636596426097566,0,0.0,0.0,0.0,1499083078.218544
1499083079,13386,5,239.03571428571428,4.887772558477058,469,4.04305126783455,9.502039365785897,0.8928571428571429,0.0,0.10714285714285714,0.0,0.0,0.8928571428571429,0.0,0.0,0.6428571428571429,0.0,0.08928571428571429,1.9620499028836098,0.22333598136901855,175.60714285714286,0.0,56772,0.004060654206709429,-0.5819215454497204,0.06967607016420807,1.1747709065639595,-2.0714001428048414,-1.6391247531795115,0.985028524951201,0.8268269271045099,1.1070252955290587,0.5664099523021211,0,0.0,0.0,0.0,1499083079.218393
1499083080,47596,18,195.86831275720164,3.3871212206450614,2870,5.497168225293202,10.770525013023255,0.39094650205761317,0.0,0.6090534979423868,0.0,0.04938271604938271,0.3662551440329218,0.024691358024691357,0.024691358024691357,0.15637860082304528,0.0,0.07407407407407407,14.652701907723339,0.8004670143127441,144.23868312757202,0.02318812457440632,60410,0.0033077149351766286,1.4541169574586519,1.2684856472373571,-1.500651337831997,2.0360385029083723,1.198809577073149,-2.6754222443959566,1.16587810016924,1.471929710362078,0.598732241892637,0,0.0,0.0,0.0,1499083080.03763
1499083081,720,1,90.0,4.2694294623271904,90,2.1972245773362196,6.580639137284949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.12196207046508789,48.0,0.0,123,0.017423152923583984,-3.2999436479569826,-4.189885875738305,0.8823082416821291,-4.754060605415635,-5.458371522975662,2.382959579514126,1.282664019367631,1.6477238206831912,0.6197527455063193,0,0.0,0.0,0.0,1499083081.218623
1499083082,7130,2,106.41791044776119,3.8356981526424123,110,4.219507705176107,8.872206756028303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,1.0336605890603086,0.7553768157958984,64.41791044776119,0.0,137,0.011445103269634825,2.0222831278398874,2.291567618743354,-0.43373130968477813,5.32222677579687,6.481453494481659,-1.3160395513669072,1.2108274789980928,1.5360989521712898,0.5796518869913535,0,0.0,0.0,0.0,1499083082.21283
1499083083,720,1,90.0,4.666169900870395,90,2.1972245773362196,6.580639137284949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.11171913146972656,48.0,0.0,123,0.015959875924246653,-2.0222831278398874,-2.291567618743354,0.8304717482279829,-4.044566255679775,-4.583135237486708,1.264203057912761,1.4239149554187047,1.84785507216531,0.6099645353785565,0,0.0,0.0,0.0,1499083083.212904
1499083084,1947,2,88.5,4.007562952522776,90,3.1354942159291497,7.5745584842024805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0169491525423728,0.11036300659179688,46.5,0.0,5353,0.005255381266276042,0.9382696385929301,0.9939193469175311,-0.6586069483476189,2.9605527664328175,3.285486965660885,-1.4890786965756018,1.4160547281642502,1.7760955525798499,0.4778957211719918,0,0.0,0.0,0.0,1499083084.180655
1499083085,3896,5,194.8,4.643365252090542,468,3.044522437723423,8.26796230533871,0.6,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.25,2.402464065708419,0.6000170707702637,138.4,0.0,56772,0.03157984583001388,-0.09097177820572666,0.6934038211362292,0.6358022995677661,-1.0292414167986568,-0.3005155257813019,1.294409247915385,0.8348573753691697,1.0174046844429738,0.37175277904318144,0,0.0,0.0,0.0,1499083085.213121
1499083086,3630,3,66.0,2.464851682338952,90,4.02535169073515,8.197263371414335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,1.3636363636363635,0.1596379280090332,22.4,0.0,8612,0.0029562579260932077,0.9808292530117266,-0.07069893392437443,-2.1785135697515905,1.0718010312174533,-0.7641027550606037,-2.8143158693193566,0.8180911246865354,0.8682687011591874,0.8961299037319598,0,0.0,0.0,0.0,1499083086.213159
1499083087,1589,2,83.63157894736842,3.9315646639387,90,2.995732273553991,7.371489295214277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0761485210824417,0.20041704177856445,41.63157894736842,0.0,5353,0.011134280098809136,-1.0296194171811588,-0.8257740762000578,1.466712981599748,-2.0104486701928854,-0.7550751422756834,3.6452265513513384,0.6489262323615664,0.6882668589145887,0.8948054734470944,0,0.0,0.0,0.0,1499083087.124421
1499083088,1859,2,84.5,3.9854612175083948,90,3.1354942159291497,7.528331766707247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0650887573964498,0.16572904586791992,42.5,0.0,5353,0.007891859327043806,0.13976194237515882,0.15684247149296926,0.053896553569694916,1.1693813595563176,0.9826165476930271,-1.412816428030053,0.4280089852321266,0.41362009435172126,0.8044343102696123,0,0.0,0.0,0.0,1499083088.125846
1499083089,1290,2,71.66666666666667,3.126379532712865,90,2.9444389791664403,7.1631723908466425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.255813953488372,0.25534605979919434,27.833333333333332,0.0,3289,0.015020356458776137,-0.1910552367627094,-0.3651593758606042,-0.8590816847955298,-0.33081717913786823,-0.5220018473535735,-0.9129782383652247,0.4506495496838605,0.4988150770605795,0.8448974358834078,0,0.0,0.0,0.0,1499083089.052613
1499083090,5460,7,136.5,4.1161966734600215,469,3.713572066704308,8.605387202152153,0.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.175,3.4358974358974357,0.771967887878418,87.3,0.0,56772,0.01979404840713892,0.7691330875378677,1.4422148113055107,0.9898171407471565,0.9601883243005771,1.8073741871661149,1.8488988255426864,0.48048108580404725,0.6053575148212814,0.7088098366644968,0,0.0,0.0,0.0,1499083090.079739
1499083091,540,1,90.0,4.6318253706377615,90,1.9459101490553132,6.293419278846481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.1118021011352539,48.0,0.0,123,0.02236042022705078,-1.7676619176489947,-2.311967923305672,0.51562869717774,-2.536795005186862,-3.7541827346111827,-0.4741884435694166,0.6379116477824006,0.8292400993710566,0.5413205975094868,0,0.0,0.0,0.0,1499083091.213583
1499083092,180,1,90.0,4.508045021708092,90,1.0986122886681096,5.198497031265826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.08078694343566895,48.0,0.0,123,0.08078694343566895,-0.8472978603872037,-1.094922247580655,-0.12378034892966916,0.920364057261791,1.217045675725017,-0.6394090461074091,1.0394934584967113,1.2863491531733229,0.5931204714953913,0,0.0,0.0,0.0,1499083092.213607
1499083095,6312,4,263.0,4.740247194452558,469,3.2188758248682006,8.750366278367625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,1.7832699619771863,0.8377699851989746,197.0,0.0,56772,0.036424781965172806,2.120263536200091,3.5518692471017994,0.23220217274446586,2.9675613965872945,4.6467914946824544,0.355982521674135,1.051481281122922,1.5172330313030038,0.6576292780111234,0,0.0,0.0,0.0,1499083095.069076
1499083100,1044,1,87.0,3.3948635857385576,87,2.5649493574615367,6.951772164398911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,1.4066696166992188e-05,45.0,0.0,5353,1.2787905606356533e-06,-0.6539264674066638,-1.798594113968714,-1.3453836087140005,-2.774190003606755,-5.3504633610705135,-1.5775857814584664,1.032510249351543,1.5215307978626609,0.5472420714155258,0,0.0,0.0,0.0,1499083100.181341
1499083108,3828,3,63.8,2.21304632075795,79,4.110873864173311,8.250358951477294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.2382445141065832,0.6660048961639404,20.2,0.0,8612,0.011288218579049838,1.5459245067117746,1.2985867870783823,-1.1818172649806078,2.1998509741184384,3.0971809010470963,0.16356634373339274,1.1563126150442602,1.4434917815710513,1.0853857970851108,0,0.0,0.0,0.0,1499083108.286544
1499083109,948,1,79.0,3.3700518410081415,79,2.5649493574615367,6.855408798609928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,1.3828277587890625e-05,37.0,0.0,5353,1.2571161443536931e-06,-1.5459245067117746,-1.3949501528673656,1.1570055202501917,-3.0918490134235492,-2.693536939945748,2.3388227852307995,1.1022747246811566,1.3868359322651072,1.0164975242633123,0,0.0,0.0,0.0,1499083109.954044
1499083110,720,1,60.0,2.1735572622751853,60,2.5649493574615367,6.580639137284949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,1.6927719116210938e-05,15.0,0.0,3289,1.538883556019176e-06,0.0,-0.2747696613249788,-1.1964945787329562,1.5459245067117746,1.1201804915423867,-2.353500098983148,0.6800061660678228,0.9598497187038914,1.0564764802853268,0,0.0,0.0,0.0,1499083110.766757
1499083111,869,1,79.0,4.022530474793988,79,2.4849066497880004,6.76849321164863,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,1.5020370483398438e-05,37.0,0.0,1124,1.5020370483398437e-06,-0.08004270767353638,0.1878540743636803,1.8489732125188025,-0.08004270767353638,0.4626237356886591,3.0454677912517587,0.7011646607169822,0.6676474570176423,0.8115832113303038,0,0.0,0.0,0.0,1499083111.770767
1499083114,3180,4,265.0,4.615898448914806,469,2.5649493574615367,8.064950891749143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.769811320754717,0.0014371871948242188,199.0,0.0,56772,0.00013065338134765625,0.08004270767353638,1.2964576801005139,0.5933679741208184,0.16008541534707277,1.1086036057368336,-1.255605238397984,0.7011646607169822,0.7883359125869399,1.0847449422173443,0,0.0,0.0,0.0,1499083114.264521
1499083132,1044,1,87.0,3.3948635857385576,87,2.5649493574615367,6.951772164398911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,1.4066696166992188e-05,45.0,0.0,5353,1.2787905606356533e-06,0.0,-1.113178727350232,-1.2210348631762487,-0.08004270767353638,-2.409636407450746,-1.814402837297067,0.03579618709225433,0.5867325408877386,0.9089107766803637,0,0.0,0.0,0.0,1499083132.186012
1499083144,180,1,90.0,4.511071001452398,90,1.0986122886681096,5.198497031265826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.030063867568969727,48.0,0.0,123,0.030063867568969727,-1.4663370687934272,-1.7532751331330854,1.11620741571384,-1.4663370687934272,-0.6400964057828533,2.3372422788900886,0.647744770676733,1.024585454360409,1.0017946166102738,0,0.0,0.0,0.0,1499083144.215269
1499083146,3888,2,216.0,4.58951482395458,279,2.9444389791664403,8.265907334155747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.2916666666666667,0.2888791561126709,174.0,0.0,138,0.016992891536039466,1.8458266904983307,3.067410302889921,0.07844382250218285,3.312163759291758,4.820685436023006,-1.0377635932116571,0.7120809435547026,1.227346115806228,0.5238353467628595,0,0.0,0.0,0.0,1499083146.020912
1499083147,720,1,90.0,4.654040301925832,90,2.1972245773362196,6.580639137284949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.07814693450927734,48.0,0.0,123,0.01116384778703962,-0.7472144018302207,-1.6852681968707977,0.06452547797125163,-2.5930410923285514,-4.7526784997607185,-0.013918344530931215,0.7082058693242528,1.2409151021131537,0.5382127644983151,0,0.0,0.0,0.0,1499083147.21527
1499083148,180,1,90.0,4.7816352561507,90,1.0986122886681096,5.198497031265826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.08816003799438477,48.0,0.0,123,0.08816003799438477,-1.09861228866811,-1.3821421060191232,0.12759495422486822,-0.3513978868378893,0.3031260908516744,0.06306947625361659,0.8475229292525093,1.29405202336554,0.5629798035683384,0,0.0,0.0,0.0,1499083148.215296
1499083149,180,1,90.0,4.6985710014523985,90,1.0986122886681096,5.198497031265826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.023966073989868164,48.0,0.0,123,0.023966073989868164,0.0,0.0,-0.08306425469830181,1.09861228866811,1.3821421060191232,-0.21065920892317003,0.8485400626608133,1.3564309270637944,0.10321944915197899,0,0.0,0.0,0.0,1499083149.215318
1499083150,180,1,90.0,4.769705599611882,90,1.0986122886681096,5.198497031265826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.11164402961730957,48.0,0.0,123,0.11164402961730957,0.0,0.0,0.07113459815948353,0.0,0.0,0.15419885285778534,0.8485400626608133,1.3564309270637944,0.08036784122362715,0,0.0,0.0,0.0,1499083150.215348
1499083164,3000,2,300.0,5.770653193951714,382,2.3978952727983707,8.006700845440367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.2,1.2733333333333334,0.0008449554443359375,234.0,0.0,55726,9.388393825954861e-05,1.299282984130261,2.808203814174541,1.0009475943398316,1.299282984130261,2.808203814174541,0.9298129961803481,0.6605120903135066,1.2534478127348085,0.4701053701470169,0,0.0,0.0,0.0,1499083164.961256
1499083165,132,1,66.0,0.0,66,1.0986122886681096,4.890349128221754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,2.86102294921875e-06,0.0,0.0,-1,2.86102294921875e-06,-1.299282984130261,-3.1163517172186133,-5.770653193951714,-2.598565968260522,-5.924555531393154,-6.771600788291545,0.5810570149048104,1.2971996646949964,2.2818046573264863,0,0.0,0.0,0.0,1499083165.004728
1499083167,33877,5,555.360655737705,3.869879999157142,2918,4.127134385045092,10.430521115146327,0.8688524590163934,0.0,0.13114754098360656,0.0,0.03278688524590164,0.8524590163934426,0.0,0.0,0.2786885245901639,0.0,0.08196721311475409,5.254243291908964,0.4893660545349121,500.344262295082,35.03423844742121,443,0.008156100908915201,3.028522096376982,5.540171986924573,3.869879999157142,4.327805080507243,8.656523704143186,9.640533193108855,1.3336137932438699,2.41857538628377,2.2401868284488295,1,0.0,0.0,0.0,1499083167.314017
1499083168,3180,4,265.0,4.5989662270798375,469,2.5649493574615367,8.064950891749143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.769811320754717,0.0013289451599121094,199.0,0.0,56772,0.00012081319635564631,-1.562185027583555,-2.3655702233971834,0.7290862279226955,-4.590707123960537,-7.9057422103217565,-3.1407937712344465,1.25457264747316,2.297053197221851,2.230863972801189,1,0.0,0.0,0.0,1499083168.301712
1499083169,1766,4,110.375,4.284047678016219,153,2.833213344056216,7.4770384723196965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.3861834654586636,0.0022780895233154297,68.375,1.420353979158509,53,0.0001518726348876953,0.2682639865946794,-0.5879124194294469,-0.31491854906361816,1.8304490141782344,1.7776578039677364,-1.0440047769863137,1.0819742064088012,1.974812332899376,2.1883558290526928,1,0.0,0.0,0.0,1499083169.997568
1499083170,334028,15,979.5542521994134,2.622031179579665,4410,5.834810737062605,12.718983094536954,0.906158357771261,0.0,0.093841642228739,0.0,0.02346041055718475,0.8944281524926686,0.0,0.0,0.05865102639296188,0.0,0.04398826979472141,4.502047732525417,0.7607979774475098,915.6187683284458,151.3796973394926,80,0.0022376411101397344,3.0015973930063886,5.241944622217257,-1.6620164984365542,2.733333406411709,5.829857041646704,-1.347097949372936,1.78279086285327,2.981524393304747,1.875960374928461,2,0.0,0.0,0.0,1499083170.000046
1499083171,792,5,66.0,0.0,66,2.5649493574615367,6.675823221634848,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.4166666666666667,1.0,0.0964350700378418,0.0,0.0,80,0.008766824548894709,-3.269861379601068,-6.043159872902106,-2.622031179579665,-6.271458772607456,-11.285104495119363,-0.960014681143111,1.4143680431678554,2.4721330839693554,1.875960374928461,2,0.0,0.0,0.0,1499083171.114033
1499083173,145,2,72.5,2.05774331648376,85,1.0986122886681096,4.983606621708336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.1724137931034482,0.00010395050048828125,15.5,31000000.0,443,0.00010395050048828125,-1.4663370687934272,-1.6922165999265113,2.05774331648376,1.8035243108076409,4.350943272975595,4.679774496063425,1.7360617830147447,2.889520497355686,1.8589690748929493,1,0.0,0.0,0.0,1499083173.804061
1499083175,120,2,60.0,0.0,60,1.0986122886681096,4.795790545596741,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.043769121170043945,0.0,0.0,443,0.043769121170043945,0.0,-0.187816076111595,-2.05774331648376,1.4663370687934272,1.5044005238149163,-4.11548663296752,1.935906349032726,3.217859750629539,1.8297812695123752,1,0.0,0.0,0.0,1499083175.817133
