,balltree_score,balltree_severity,gmm_score,gmm_anomaly,iforest_score,iforest_anomaly,consensus_votes,is_anomaly,severity,persistence,anomaly_ma_score,physical_culprit,culprit_component,culprit_deviation,forensic_evidence,is_warmup,family_consensus,vel_score,vel_bypass,vel_culprit,server_port,_abs_timestamp,soft_zone_triggered
0,5.470491164108427,3.0,0.9999999999999996,0,0.6267363365166639,1,1,1,3.0,Sustained Attack,5.470491164108427,"igmp_ratio (SPIKE (+130970.7%), σ=36.42) | GMM: bytes_volatility (LL=-5.366)",PC19,31.871111203028384,"[CRITICAL [WARMUP]] Physical: igmp_ratio (SPIKE (+130970.7%), σ=36.42) | GMM: bytes_volatility (LL=-5.366). Multivariate: PC19 (elevated 31.87σ). Suspect features: igmp_ratio, icmp_ratio, udp_ratio. Persistence: Sustained Attack. BallTree score: 5.47x P99. ALERT: Critical — immediate investigation required.",True,,0.07448233816747782,False,,5353,1499083068.585962,False
1,2.7210779584344946,2.0,0.9999999986839301,0,0.7919686858912426,1,1,1,3.0,Sustained Attack,4.095784561271461,"igmp_ratio (SPIKE (+66891.7%), σ=18.60) | GMM: bytes_volatility (LL=-5.366)",PC19,16.157368946344437,"[MEDIUM [WARMUP]] Physical: igmp_ratio (SPIKE (+66891.7%), σ=18.60) | GMM: bytes_volatility (LL=-5.366). Multivariate: PC19 (elevated 16.16σ). Suspect features: igmp_ratio, icmp_ratio, udp_ratio. Persistence: Sustained Attack. BallTree score: 2.72x P99.",True,,0.07448233816747782,False,,5353,1499083069.002251,False
2,1.182798324366734,1.0,0.9999999999435718,0,0.5060659296898169,1,1,1,1.0,Sustained Attack,3.124789148969885,"bytes_volatility (DROP (3626.8%), σ=3.30) | GMM: unique_dst_ports (LL=-5.368)",PC2,-3.4858666795054534,"[BORDERLINE [WARMUP]] Physical: bytes_volatility (DROP (3626.8%), σ=3.30) | GMM: unique_dst_ports (LL=-5.368). Multivariate: PC2 (reduced 3.49σ). Suspect features: pps_volatility, bytes_volatility, pps_momentum. Persistence: Sustained Attack. BallTree score: 1.18x P99. Family: kinematics.",True,kinematics,0.07448233816747782,False,,5353,1499083070.356938,False
3,1.5910061321594642,2.0,0.999999999999994,0,0.9060163029934768,1,1,1,2.0,Sustained Attack,2.74134339476728,"unique_dst_ports (SPIKE (+6189.4%), σ=10.25) | GMM: total_pps_log (LL=-8.276)",PC22,8.231252843070394,"[MEDIUM [WARMUP]] Physical: unique_dst_ports (SPIKE (+6189.4%), σ=10.25) | GMM: total_pps_log (LL=-8.276). Multivariate: PC22 (elevated 8.23σ). Suspect features: unique_dst_ports, port_scan_ratio, iat_mean. Persistence: Sustained Attack. BallTree score: 1.59x P99.",True,,0.07448233816747782,False,,56772,1499083071.059594,False
4,2.530216867450796,2.0,1.0,0,0.47901400282832163,1,1,1,2.0,Sustained Attack,2.6991180893039832,"icmp_ratio (SPIKE (+70466.9%), σ=11.85) | GMM: pps_acceleration (LL=-3.701)",PC18,10.50496013499675,"[MEDIUM [WARMUP]] Physical: icmp_ratio (SPIKE (+70466.9%), σ=11.85) | GMM: pps_acceleration (LL=-3.701). Multivariate: PC18 (elevated 10.50σ). Suspect features: icmp_ratio, igmp_ratio, tcp_ratio. Persistence: Sustained Attack. BallTree score: 2.53x P99.",True,,0.07448233816747782,False,,5353,1499083072.183947,False
5,19.32853341639357,3.0,0.9999993358597872,0,0.3836090950435613,0,0,1,3.0,Transient Spike,5.470726539761012,"icmp_ratio (SPIKE (+458585.1%), σ=77.09)",PC18,68.23602113558266,"[CRITICAL [WARMUP]] Physical: icmp_ratio (SPIKE (+458585.1%), σ=77.09). Multivariate: PC18 (elevated 68.24σ). Suspect features: icmp_ratio, igmp_ratio, tcp_ratio. Persistence: Transient Spike. BallTree score: 19.33x P99. ALERT: Critical — immediate investigation required.",True,,0.07448233816747782,False,,137,1499083073.813735,False
6,0.946903516542962,1.0,0.9999999999773499,0,0.169026687156731,0,0,1,1.0,Sustained Attack,5.1158916513827055,"pps_volatility (SPIKE (+82380.7%), σ=1.50) | GMM: bytes_acceleration (LL=-3.162)",PC3,2.1260287222529026,"[BORDERLINE [WARMUP]] Physical: pps_volatility (SPIKE (+82380.7%), σ=1.50) | GMM: bytes_acceleration (LL=-3.162). Multivariate: PC3 (elevated 2.13σ). Suspect features: bytes_acceleration, pps_acceleration, bytes_volatility. Persistence: Sustained Attack. BallTree score: 0.95x P99.",True,,0.07448233816747782,False,,56772,1499083074.309353,False
7,0.7131086719412255,0.5,0.9999999999101347,0,0.3229638106105429,0,0,1,0.5,Sustained Attack,5.021953720897604,"udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: iat_mean (LL=-3.719)",PC17,2.839360150549116,"[SOFT ZONE [WARMUP]] Physical: udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: iat_mean (LL=-3.719). Multivariate: PC17 (elevated 2.84σ). Suspect features: tcp_ratio, udp_ratio, igmp_ratio. Persistence: Sustained Attack. BallTree score: 0.71x P99.",True,,0.07448233816747782,False,,5353,1499083075.213131,True
8,0.42992869375181975,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,4.789738233216075,"udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: size_max (LL=-2.631)",PC17,2.839360150549116,"[NORMAL [WARMUP]] Physical: udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: size_max (LL=-2.631). Multivariate: PC17 (elevated 2.84σ). Suspect features: tcp_ratio, udp_ratio, igmp_ratio. Persistence: Sustained Attack. BallTree score: 0.43x P99.",True,,0.07448233816747782,False,,123,1499083076.212856,False
9,0.37660770679858185,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,4.359016401085631,"udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: bytes_acceleration (LL=-2.588)",PC17,2.839360150549116,"[NORMAL [WARMUP]] Physical: udp_ratio (SPIKE (+381.5%), σ=2.02) | GMM: bytes_acceleration (LL=-2.588). Multivariate: PC17 (elevated 2.84σ). Suspect features: tcp_ratio, udp_ratio, igmp_ratio. Persistence: Sustained Attack. BallTree score: 0.38x P99.",True,,0.07448233816747782,False,,123,1499083077.218446,False
