,balltree_score,balltree_severity,gmm_score,gmm_anomaly,iforest_score,iforest_anomaly,consensus_votes,is_anomaly,severity,persistence,anomaly_ma_score,physical_culprit,culprit_component,culprit_deviation,forensic_evidence,is_warmup,family_consensus,vel_score,vel_bypass,vel_culprit,server_port,_abs_timestamp,soft_zone_triggered
0,0.3205290517061735,0.0,0.0,0,0.0,0,0,0,0.0,,0.3205290517061735,,,0.0,,True,,0.07448233816747782,False,,33904,1499342340.49014,False
1,0.3210427589584235,0.0,0.0,0,0.0,0,0,0,0.0,,0.3207859053322985,,,0.0,,True,,0.07448233816747782,False,,33904,1499342356.973375,False
2,0.32066313309124844,0.0,0.0,0,0.0,0,0,0,0.0,,0.3207449812519485,,,0.0,,True,,0.07448233816747782,False,,33904,1499342372.441013,False
3,0.3205641941527729,0.0,0.0,0,0.0,0,0,0,0.0,,0.3206997844771546,,,0.0,,True,,0.07448233816747782,False,,33904,1499342388.885614,False
4,0.40933219683377264,0.0,0.0,0,0.0,0,0,0,0.0,,0.3384262669484782,,,0.0,,True,,0.07448233816747782,False,,123,1499342395.411737,False
5,0.2715315594931903,0.0,0.0,0,0.0,0,0,0,0.0,,0.3286267685058816,,,0.0,,True,,0.07448233816747782,False,,33904,1499342404.302801,False
6,0.2787129900569977,0.0,0.0,0,0.0,0,0,0,0.0,,0.3201608147255964,,,0.0,,True,,0.07448233816747782,False,,33904,1499342420.755269,False
7,0.24509815915678443,0.0,0.0,0,0.0,0,0,0,0.0,,0.30504781993870356,,,0.0,,True,,0.07448233816747782,False,,33904,1499342437.201716,False
8,0.5302892784313424,0.0,0.0,0,0.0,0,0,0,0.0,,0.3469928367944175,,,0.0,,True,,0.07448233816747782,False,,138,1499342438.152474,False
9,1.0773150535672167,1.0,0.9999999999999999,0,0.37427287206229276,1,1,0,0.0,Sustained Attack,0.4805894081411063,"payload_continuity (SPIKE (+5892.8%), σ=3.59) | GMM: entropy_avg (LL=-6.112)",PC6,4.430336343357872,"[BORDERLINE [WARMUP]] Physical: payload_continuity (SPIKE (+5892.8%), σ=3.59) | GMM: entropy_avg (LL=-6.112). Multivariate: PC6 (elevated 4.43σ). Suspect features: payload_continuity, size_avg, entropy_velocity. Persistence: Sustained Attack. BallTree score: 1.08x P99.",True,,0.07448233816747782,False,,33898,1499342443.939702,False
