,balltree_score,balltree_severity,gmm_score,gmm_anomaly,iforest_score,iforest_anomaly,consensus_votes,is_anomaly,severity,persistence,anomaly_ma_score,physical_culprit,culprit_component,culprit_deviation,forensic_evidence,is_warmup,family_consensus,vel_score,vel_bypass,vel_culprit,server_port,_abs_timestamp,soft_zone_triggered
0,0.46739716095705963,0.0,0.0,0,0.0,0,0,0,0.0,,0.46739716095705963,,,0.0,,True,,0.07448233816747782,False,,137,1499254962.899988,False
1,0.9789536235985788,1.0,0.9999999999995631,0,0.33010721615726313,0,0,0,0.0,Sustained Attack,0.7231753922778192,"bytes_volatility (DROP (3626.8%), σ=3.30)",PC2,-4.570274890011407,"[BORDERLINE [WARMUP]] Physical: bytes_volatility (DROP (3626.8%), σ=3.30). Multivariate: PC2 (reduced 4.57σ). Suspect features: pps_volatility, bytes_volatility, pps_momentum. Persistence: Sustained Attack. BallTree score: 0.98x P99. Family: kinematics.",True,kinematics,0.07448233816747782,False,,59115,1499255006.867472,False
2,0.910122282837466,1.0,0.9999999999998803,0,0.4038096475976545,1,1,0,0.0,Sustained Attack,0.7854910224643682,"bytes_volatility (DROP (3626.8%), σ=3.30) | GMM: unique_dst_ports (LL=-5.388)",PC3,-3.5344449117348646,"[BORDERLINE [WARMUP]] Physical: bytes_volatility (DROP (3626.8%), σ=3.30) | GMM: unique_dst_ports (LL=-5.388). Multivariate: PC3 (reduced 3.53σ). Suspect features: bytes_acceleration, pps_acceleration, bytes_volatility. Persistence: Sustained Attack. BallTree score: 0.91x P99. Family: kinematics.",True,kinematics,0.07448233816747782,False,,59133,1499255007.033464,False
3,0.8286285848053805,1.0,0.9999968152771229,0,0.34613235185947466,0,0,1,1.0,Sustained Attack,0.7962754130496212,"bytes_volatility (DROP (3626.8%), σ=3.30)",PC1,-3.843782812058404,"[BORDERLINE [WARMUP]] Physical: bytes_volatility (DROP (3626.8%), σ=3.30). Multivariate: PC1 (reduced 3.84σ). Suspect features: pps_velocity, vel_bytes_z, bytes_velocity. Persistence: Sustained Attack. BallTree score: 0.83x P99. Family: kinematics.",True,kinematics,0.07448233816747782,False,,123,1499255013.390329,False
4,0.5339993771612557,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.7438202058719481,"pps_acceleration (SPIKE (+60476.2%), σ=2.57)",PC1,4.39619445511587,"[NORMAL [WARMUP]] Physical: pps_acceleration (SPIKE (+60476.2%), σ=2.57). Multivariate: PC1 (elevated 4.40σ). Suspect features: pps_velocity, vel_bytes_z, bytes_velocity. Persistence: Sustained Attack. BallTree score: 0.53x P99.",True,,0.07448233816747782,False,,54594,1499255014.20062,False
5,0.49994932483056925,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.75033063864665,"pps_acceleration (DROP (56128.9%), σ=2.39) | GMM: bytes_acceleration (LL=-5.275)",PC1,-3.6738873467448077,"[NORMAL [WARMUP]] Physical: pps_acceleration (DROP (56128.9%), σ=2.39) | GMM: bytes_acceleration (LL=-5.275). Multivariate: PC1 (reduced 3.67σ). Suspect features: pps_velocity, vel_bytes_z, bytes_velocity. Persistence: Sustained Attack. BallTree score: 0.50x P99.",True,,0.07448233816747782,False,,123,1499255017.390352,False
6,0.5779023797911124,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.6701203898851567,"pps_acceleration (SPIKE (+49097.8%), σ=2.09) | GMM: bytes_acceleration (LL=-3.860)",PC3,3.124158702609382,"[NORMAL [WARMUP]] Physical: pps_acceleration (SPIKE (+49097.8%), σ=2.09) | GMM: bytes_acceleration (LL=-3.860). Multivariate: PC3 (elevated 3.12σ). Suspect features: bytes_acceleration, pps_acceleration, bytes_volatility. Persistence: Sustained Attack. BallTree score: 0.58x P99.",True,,0.07448233816747782,False,,54594,1499255018.471941,False
7,0.6822896810719267,0.5,0.9999999935265251,0,0.1695243828455119,0,0,1,1.0,Sustained Attack,0.6245538695320489,"flag_syn_ratio (SPIKE (+403.1%), σ=2.11) | GMM: pps_acceleration (LL=-3.065)",PC2,2.066613808423867,"[SOFT ZONE [WARMUP]] Physical: flag_syn_ratio (SPIKE (+403.1%), σ=2.11) | GMM: pps_acceleration (LL=-3.065). Multivariate: PC2 (elevated 2.07σ). Suspect features: pps_volatility, bytes_volatility, pps_momentum. Persistence: Sustained Attack. BallTree score: 0.68x P99.",True,,0.07448233816747782,False,,22,1499255019.952652,True
8,0.3260806710320269,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.5240442867773781,"entropy_acceleration (SPIKE (+84882.8%), σ=1.40)",PC7,-1.4570314086069838,"[NORMAL [WARMUP]] Physical: entropy_acceleration (SPIKE (+84882.8%), σ=1.40). Multivariate: PC7 (reduced 1.46σ). Suspect features: entropy_velocity, entropy_acceleration, size_max. Persistence: Sustained Attack. BallTree score: 0.33x P99.",True,,0.07448233816747782,False,,22,1499255020.010904,False
9,0.36878164317348394,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.49100073997982385,"flag_fin_ratio (SPIKE (+547.1%), σ=2.71) | GMM: entropy_acceleration (LL=-4.045)",PC6,-3.547492698258748,"[NORMAL [WARMUP]] Physical: flag_fin_ratio (SPIKE (+547.1%), σ=2.71) | GMM: entropy_acceleration (LL=-4.045). Multivariate: PC6 (reduced 3.55σ). Suspect features: payload_continuity, size_avg, entropy_velocity. Persistence: Sustained Attack. BallTree score: 0.37x P99.",True,,0.07448233816747782,False,,22,1499255021.412855,False
10,0.7103379951581371,0.5,0.999999981975354,0,0.21589250938829055,0,0,1,1.0,Sustained Attack,0.5330784740453374,"flag_syn_ratio (SPIKE (+453.4%), σ=2.37) | GMM: entropy_acceleration (LL=-3.379)",PC2,-1.6782204249733583,"[SOFT ZONE [WARMUP]] Physical: flag_syn_ratio (SPIKE (+453.4%), σ=2.37) | GMM: entropy_acceleration (LL=-3.379). Multivariate: PC2 (reduced 1.68σ). Suspect features: pps_volatility, bytes_volatility, pps_momentum. Persistence: Sustained Attack. BallTree score: 0.71x P99.",True,,0.07448233816747782,False,,21,1499255043.890514,True
11,0.3105108632579283,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.47960017073870065,"size_max (SPIKE (+613.1%), σ=2.36) | GMM: unique_dst_ports (LL=-5.368)",PC6,2.719301581551125,"[NORMAL [WARMUP]] Physical: size_max (SPIKE (+613.1%), σ=2.36) | GMM: unique_dst_ports (LL=-5.368). Multivariate: PC6 (elevated 2.72σ). Suspect features: payload_continuity, size_avg, entropy_velocity. Persistence: Sustained Attack. BallTree score: 0.31x P99.",True,,0.07448233816747782,False,,54594,1499255044.043073,False
12,0.4675469857985793,0.0,0.0,0,0.0,0,0,1,1.0,Sustained Attack,0.4366516316840311,"flow_duration (SPIKE (+177.4%), σ=1.39) | GMM: iat_mean (LL=-3.999)",PC3,-1.256190103835725,"[NORMAL [WARMUP]] Physical: flow_duration (SPIKE (+177.4%), σ=1.39) | GMM: iat_mean (LL=-3.999). Multivariate: PC3 (reduced 1.26σ). Suspect features: bytes_acceleration, pps_acceleration, bytes_volatility. Persistence: Sustained Attack. BallTree score: 0.47x P99.",True,,0.07448233816747782,False,,54594,1499255045.519504,False
13,0.3153235891379482,0.0,0.0,0,0.0,0,0,0,0.0,,0.43450021530521543,,,0.0,,True,,0.07448233816747782,False,,22,1499255046.065866,False
14,0.2746431423491816,0.0,0.0,0,0.0,0,0,0,0.0,,0.4156725151403549,,,0.0,,True,,0.07448233816747782,False,,22,1499255047.071402,False
15,0.626204823106602,0.0,0.0,0,0.0,0,0,0,0.0,,0.39884588073004784,,,0.0,,False,,0.07448233816747782,False,,123,1499255059.390445,False
16,0.8871859074747965,1.0,0.9999999999999998,0,0.14768884868544987,0,0,0,0.0,Sustained Attack,0.5141808895734215,"port_scan_ratio (SPIKE (+234.8%), σ=2.78)",PC3,2.531636235937814,"[BORDERLINE] Physical: port_scan_ratio (SPIKE (+234.8%), σ=2.78). Multivariate: PC3 (elevated 2.53σ). Suspect features: bytes_acceleration, pps_acceleration, bytes_volatility. Persistence: Sustained Attack. BallTree score: 0.89x P99.",False,,0.07448233816747782,False,,443,1499255177.016918,False
17,0.5829812663000881,0.0,0.0,0,0.0,0,0,0,0.0,,0.5372677456737233,,,0.0,,False,,0.07448233816747782,False,,49184,1499255189.165025,False
18,0.4743159092580629,0.0,0.0,0,0.0,0,0,0,0.0,,0.5690662096977462,,,0.0,,False,,0.07448233816747782,False,,49162,1499255190.036264,False
19,0.7928965349538647,0.5,0.999999998622292,0,0.18112017514546436,0,0,0,0.0,Sustained Attack,0.6727168882186828,"flag_syn_ratio (SPIKE (+514.9%), σ=2.69) | GMM: payload_continuity_ratio (LL=-19.172)",PC2,2.67917570482599,"[SOFT ZONE] Physical: flag_syn_ratio (SPIKE (+514.9%), σ=2.69) | GMM: payload_continuity_ratio (LL=-19.172). Multivariate: PC2 (elevated 2.68σ). Suspect features: pps_volatility, bytes_volatility, pps_momentum. Persistence: Sustained Attack. BallTree score: 0.79x P99.",False,,0.07448233816747782,False,,22,1499255205.678188,True
20,0.48183047752939373,0.0,0.0,0,0.0,0,0,0,0.0,,0.6438420191032412,,,0.0,,False,,0.07448233816747782,False,,54594,1499255210.113297,False
21,0.3876804158610409,0.0,0.0,0,0.0,0,0,0,0.0,,0.5439409207804901,,,0.0,,False,,0.07448233816747782,False,,22,1499255211.433125,False
22,0.29838178126597603,0.0,0.0,0,0.0,0,0,0,0.0,,0.48702102377366757,,,0.0,,False,,0.07448233816747782,False,,22,1499255212.742673,False
23,0.3868677823108941,0.0,0.0,0,0.0,0,0,0,0.0,,0.46953139838423386,,,0.0,,False,,0.07448233816747782,False,,137,1499255249.191262,False
24,0.5061404637930979,0.0,0.0,0,0.0,0,0,0,0.0,,0.4121801841520806,,,0.0,,False,,0.07448233816747782,False,,137,1499255269.20242,False
25,0.936679379160362,1.0,0.9999999987266563,0,0.1588687142949246,0,0,0,0.0,Sustained Attack,0.5031499644782742,"flag_syn_ratio (SPIKE (+822.3%), σ=4.30)",PC15,3.0191734982209186,"[BORDERLINE] Physical: flag_syn_ratio (SPIKE (+822.3%), σ=4.30). Multivariate: PC15 (elevated 3.02σ). Suspect features: vel_syn_z, flag_syn_ratio, flag_psh_ratio. Persistence: Sustained Attack. BallTree score: 0.94x P99.",False,,0.07448233816747782,False,,22,1499255277.852705,False
26,0.5434103502218832,0.0,0.0,0,0.0,0,0,0,0.0,,0.5342959513504427,,,0.0,,False,,0.07448233816747782,False,,54594,1499255278.059562,False
27,0.6412136797539185,0.0,0.0,0,0.0,0,0,0,0.0,,0.6028623310480311,,,0.0,,False,,0.07448233816747782,False,,137,1499255279.212499,False
28,0.3956117725750046,0.0,0.0,0,0.0,0,0,0,0.0,,0.6046111291008532,,,0.0,,False,,0.07448233816747782,False,,22,1499255280.010071,False
29,0.3296851404408488,0.0,0.0,0,0.0,0,0,0,0.0,,0.5693200644304034,,,0.0,,False,,0.07448233816747782,False,,22,1499255281.367838,False
30,0.5735692633408206,0.0,0.0,0,0.0,0,0,0,0.0,,0.49669804126649514,,,0.0,,False,,0.07448233816747782,False,,37082,1499255306.883639,False
31,0.8660004801368534,1.0,0.9999999999734597,0,0.1857800470345201,0,0,0,0.0,Sustained Attack,0.5612160672494892,"flag_syn_ratio (SPIKE (+361.1%), σ=1.89) | GMM: tcp_ratio (LL=-2.949)",PC12,1.3499732177327413,"[BORDERLINE] Physical: flag_syn_ratio (SPIKE (+361.1%), σ=1.89) | GMM: tcp_ratio (LL=-2.949). Multivariate: PC12 (elevated 1.35σ). Suspect features: flag_ack_ratio, flag_psh_ratio, flag_syn_ratio. Persistence: Sustained Attack. BallTree score: 0.87x P99.",False,,0.07448233816747782,False,,60646,1499255321.968427,False
